"","Visit.ID","Total_Richness","E_Richness","P_Richness","T_Richness","Clin_Richness","LL_Richness","Intol_Richness","Dom_Abund","Tol_Abund","Pred_Abund","Tot_Abund","Tol_Percent","Pred_Percent","Dom_Percent","Tot_Richness_Score","E_Richness_Score","P_Richness_Score","T_Richness_Score","Cling_Richness_Score","LL_Richness_Score","Intol_Richness_Score","Dom_Percent_Score","Pred_Percent_Score","Tol_Percent_Score","Overall.Score.x","Agency.x","WRIA.Number.x","Basin.x","Subbasin.x","Stream.or.River","Project.x","Visit.Date","Year","Lab.Name","Site.Code.x","Latitude.x","Longitude.x","Row","Site.ID","WRIA.Number.y","WRIA","Basin.y","Subbasin.y","Stream","Agency.y","Project.y","Site.Code.y","Latitude.y","Longitude.y","Event.Date","Date.Released","Taxonomic.Resolution","Total.SqFt","Taxa.Richness.Quantity","Ephemeroptera.Richness.Quantity","Plecoptera.Richness.Quantity","Trichoptera.Richness.Quantity","EPT.Richness.Quantity","Clinger.Richness.Quantity","Long-Lived.Richness.Quantity","Intolerant.Richness.Quantity","Percent.Dominant.Quantity","Predator.Percent.Quantity","Tolerant.Percent.Quantity","Number.of.Organisms","Overall.Score.y","Taxa.Richness.Score","Ephemeroptera.Richness.Score","Plecoptera.Richness.Score","Trichoptera.Richness.Score","Clinger.Richness.Score","Long-Lived.Richness.Score","Intolerant.Richness.Score","Percent.Dominant.Score","Predator.Percent.Score","Tolerant.Percent.Score","diff"
"980",5063,14,2,0,0,2,1,0,48,1,36,104,0.961538461538462,34.6153846153846,46.1538461538462,0,1.42857142857143,0,0,0,0,0,9.4331983805668,10,9.77638640429338,30.6381562134316,"Washington State Department of Ecology",NA,"","","Pend Oreille River","WatershedHealth_WAM0","2012-07-04",2012,"Rhithron Associates, Inc.","WAM06600-005500",48.630188,-117.363979,22,1703,NA,NA,NA,NA,"Pend Oreille River","Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-005500",48.630188,-117.363979,41094,41445,"Coarse",8,14,2,0,0,2,2,1,0,0.462,0.346,0.01,104,30.6,0,1.4,0,0,0,0,0,9.4,10,9.8,0.0381562134316127
"981",5066,9,0,0,0,0,2,0,263,10,5,317,3.15457413249211,1.57728706624606,82.9652996845426,0,0,0,0,0,0,0,0,0.288643533123028,9.26637810872276,9.55502164184579,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-27",2012,"Rhithron Associates, Inc.","WAM06600-005747",47.49751,-120.470738,2454,1706,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-005747",47.49751,-120.470738,41117,41445,"Coarse",8,9,0,0,0,0,0,2,0,0.83,0.016,0.032,317,9.6,0,0,0,0,0,0,0,0,0.3,9.3,-0.0449783581542071
"982",5068,25,5,6,8,10,6,4,156,8,29,316,2.53164556962025,9.17721518987342,49.3670886075949,4.28571428571429,5.71428571428571,7.14285714285714,8.75,2.94117647058824,5,5.71428571428571,8.58760826115923,4.08860759493671,9.41124521636738,61.6357804001944,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-24",2012,"Rhithron Associates, Inc.","WAM06600-005840",48.75603,-117.733528,2455,1712,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-005840",48.75603,-117.733528,41114,41445,"Coarse",8,25,5,6,8,19,10,6,4,0.494,0.092,0.025,316,61.6,4.3,5.7,7.1,8.8,2.9,5,5.7,8.6,4.1,9.4,0.0357804001944118
"983",5079,24,5,3,1,9,4,0,362,9,14,479,1.87891440501044,2.92275574112735,75.5741127348643,3.80952380952381,5.71428571428571,2.85714285714286,0,2.35294117647059,2.5,0,1.6910229645094,0.961377870563674,9.56304316162548,29.4493375541215,"Washington State Department of Ecology",NA,"","","Antoine Creek","WatershedHealth_WAM0","2012-07-24",2012,"Rhithron Associates, Inc.","WAM06600-008016",48.750895,-119.347555,2259,1724,NA,NA,NA,NA,"Antoine Creek","Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-008016",48.750895,-119.347555,41114,41445,"Coarse",8,24,5,3,1,9,9,4,0,0.756,0.029,0.019,479,29.4,3.8,5.7,2.9,0,2.4,2.5,0,1.7,1,9.6,0.0493375541215215
"984",5085,28,5,9,5,11,9,5,145,0,27,248,0,10.8870967741935,58.4677419354839,5.71428571428571,5.71428571428571,10,5,3.52941176470588,8.75,7.14285714285714,6.19269949066214,4.94354838709677,10,66.9870882138934,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-20",2012,"Rhithron Associates, Inc.","WAM06600-009440",48.837442,-119.099618,2458,1730,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-009440",48.837442,-119.099618,41110,41445,"Coarse",8,28,5,9,5,19,11,9,4,0.585,0.109,0,248,65.6,5.7,5.7,10,5,3.5,8.8,5.7,6.2,5,10,1.38708821389338
"985",5089,26,8,6,4,15,6,9,81,43,15,173,24.8554913294798,8.67052023121387,46.8208092485549,4.76190476190476,10,7.14285714285714,3.75,5.88235294117647,5,10,9.25768177669608,3.83526011560694,4.21965317919075,63.8497099174321,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-08-26",2012,"Rhithron Associates, Inc.","WAM06600-010088",48.34481,-117.237142,2459,1733,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-010088",48.34481,-117.237142,41147,41445,"Coarse",8,26,8,6,4,18,15,6,8,0.468,0.087,0.249,173,63.9,4.8,10,7.1,3.8,5.9,5,10,9.3,3.9,4.2,-0.0502900825678623
"986",5090,39,9,12,7,23,12,14,148,17,27,334,5.08982035928144,8.08383233532934,44.311377245509,10,10,10,7.5,10,10,10,9.9180586196029,3.54191616766467,8.81632084667874,89.7762956339463,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-27",2012,"Rhithron Associates, Inc.","WAM06600-010240",48.99814,-117.806019,2460,1734,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-010240",48.99814,-117.806019,41117,41445,"Coarse",8,39,9,12,7,28,23,12,13,0.443,0.081,0.051,334,89.8,10,10,10,7.5,10,10,10,9.9,3.6,8.8,-0.0237043660536926
"987",5092,12,0,0,0,0,1,0,313,0,8,390,0,2.05128205128205,80.2564102564103,0,0,0,0,0,0,0,0.458839406207824,0.525641025641026,10,10.9844804318488,"Washington State Department of Ecology",NA,"","","Tunk Creek Tributary","WatershedHealth_WAM0","2012-08-10",2012,"Rhithron Associates, Inc.","WAM06600-010636",48.512671,-119.311188,2423,1736,NA,NA,NA,NA,"Tunk Creek Tributary","Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-010636",48.512671,-119.311188,41131,41445,"Coarse",8,12,0,0,0,0,0,1,0,0.803,0.021,0,390,11,0,0,0,0,0,0,0,0.4,0.5,10,-0.0155195681511504
"988",5093,28,7,8,3,15,10,8,133,1,34,301,0.332225913621262,11.2956810631229,44.1860465116279,5.71428571428571,8.57142857142857,10,2.5,5.88235294117647,10,10,9.95104039167687,5.14784053156146,9.92273815962296,77.689686309752,"Washington State Department of Ecology",NA,"","","Deep Creek","WatershedHealth_WAM0","2012-07-15",2012,"Rhithron Associates, Inc.","WAM06600-011200",48.972576,-118.109462,2302,1737,NA,NA,NA,NA,"Deep Creek","Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-011200",48.972576,-118.109462,41105,41445,"Coarse",8,28,7,8,3,18,15,10,7,0.442,0.113,0.003,301,77.7,5.7,8.6,10,2.5,5.9,10,10,9.9,5.2,9.9,-0.0103136902479548
"989",5094,11,0,0,1,1,1,0,110,2,8,135,1.48148148148148,5.92592592592593,81.4814814814815,0,0,0,0,0,0,0,0.1364522417154,2.46296296296296,9.65546942291128,12.2548846275896,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-23",2012,"Rhithron Associates, Inc.","WAM06600-011328",48.928843,-119.131685,2462,1738,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-011328",48.928843,-119.131685,41113,41445,"Coarse",8,11,0,0,1,1,1,1,0,0.815,0.059,0.015,135,12.2,0,0,0,0,0,0,0,0.1,2.5,9.7,0.0548846275896473
"990",5095,16,0,0,1,2,1,0,202,7,16,254,2.75590551181102,6.2992125984252,79.5275590551181,0,0,0,0,0,0,0,0.650642353916286,2.6496062992126,9.3590917414393,12.6593403945682,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-23",2012,"Rhithron Associates, Inc.","WAM06600-011728",48.759975,-118.165533,2463,1739,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-011728",48.759975,-118.165533,41113,41445,"Coarse",8,16,0,0,1,1,2,1,0,0.795,0.063,0.028,254,12.7,0,0,0,0,0,0,0,0.7,2.7,9.3,-0.0406596054318182
"991",5097,16,7,2,1,11,3,6,36,3,8,69,4.34782608695652,11.5942028985507,52.1739130434783,0,8.57142857142857,1.42857142857143,0,3.52941176470588,1.25,8.57142857142857,7.84897025171625,5.29710144927536,8.98887765419616,45.4857896913222,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-10",2012,"Rhithron Associates, Inc.","WAM06600-011760",48.878191,-117.387142,2464,1741,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-011760",48.878191,-117.387142,41100,41445,"Coarse",8,16,7,2,1,10,11,3,5,0.522,0.116,0.043,69,44.1,0,8.6,1.4,0,3.5,1.2,7.1,7.8,5.3,9,1.38578969132222
"992",5099,38,9,8,7,22,13,9,120,4,85,373,1.07238605898123,22.7882037533512,32.171581769437,10,10,10,7.5,10,10,10,10,10,9.75060789326018,97.2506078932602,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-08-26",2012,"Rhithron Associates, Inc.","WAM06600-012124",48.506372,-117.13614,2465,1744,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-012124",48.506372,-117.13614,41147,41445,"Coarse",8,38,9,8,7,24,22,13,8,0.322,0.228,0.011,373,97.2,10,10,10,7.5,10,10,10,10,10,9.7,0.0506078932601781
"993",5100,23,5,5,3,13,7,5,69,3,10,112,2.67857142857143,8.92857142857143,61.6071428571429,3.33333333333333,5.71428571428571,5.71428571428571,2.5,4.70588235294118,6.25,7.14285714285714,5.36654135338346,3.96428571428571,9.37707641196013,54.0685477373324,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-04",2012,"Rhithron Associates, Inc.","WAM06600-012268",48.613734,-117.204476,2466,1745,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-012268",48.613734,-117.204476,41094,41445,"Coarse",8,23,5,5,3,13,13,7,4,0.616,0.089,0.027,112,52.6,3.3,5.7,5.7,2.5,4.7,6.2,5.7,5.4,4,9.4,1.46854773733239
"994",5102,39,15,3,7,25,5,6,269,1,29,472,0.211864406779661,6.14406779661017,56.9915254237288,10,10,2.85714285714286,7.5,10,3.75,8.57142857142857,6.58117752007136,2.57203389830508,9.95072920772566,71.7825120546735,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-17",2012,"Rhithron Associates, Inc.","WAM06600-013632",48.93556,-118.750292,2468,1747,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-013632",48.93556,-118.750292,41107,41445,"Coarse",8,39,15,3,7,25,25,5,5,0.57,0.061,0.002,472,70.3,10,10,2.9,7.5,10,3.8,7.1,6.6,2.6,10,1.48251205467355
"995",5103,23,9,2,4,15,4,8,265,51,9,372,13.7096774193548,2.41935483870968,71.2365591397849,3.33333333333333,10,1.42857142857143,3.75,5.88235294117647,2.5,10,2.8324844368987,0.709677419354839,6.81170292573143,47.2481224850662,"Washington State Department of Ecology",NA,"","","Toats Coulee Creek, South Fork","WatershedHealth_WAM0","2012-08-06",2012,"Rhithron Associates, Inc.","WAM06600-013920",48.830315,-119.797031,2415,1748,NA,NA,NA,NA,"Toats Coulee Creek, South Fork","Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-013920",48.830315,-119.797031,41127,41445,"Coarse",8,23,9,2,4,15,15,4,7,0.712,0.024,0.137,372,47.3,3.3,10,1.4,3.8,5.9,2.5,10,2.8,0.7,6.8,-0.0518775149337927
"996",5106,21,4,6,4,12,8,5,37,1,5,78,1.28205128205128,6.41025641025641,47.4358974358974,2.38095238095238,4.28571428571429,7.14285714285714,3.75,4.11764705882353,7.5,7.14285714285714,9.09581646423752,2.7051282051282,9.70184853905784,57.822821219628,"Washington State Department of Ecology",NA,"","","Middle Creek","WatershedHealth_WAM0","2012-07-06",2012,"Rhithron Associates, Inc.","WAM06600-015836",48.541784,-117.218553,2336,1751,NA,NA,NA,NA,"Middle Creek","Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-015836",48.541784,-117.218553,41096,41445,"Coarse",8,21,4,6,4,14,12,8,4,0.474,0.064,0.013,78,56.4,2.4,4.3,7.1,3.8,4.1,7.5,5.7,9.1,2.7,9.7,1.42282121962805
"997",5107,40,11,10,8,24,11,9,194,0,81,495,0,16.3636363636364,39.1919191919192,10,10,10,8.75,10,10,10,10,7.68181818181818,10,96.4318181818182,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-08-22",2012,"Rhithron Associates, Inc.","WAM06600-016164",48.182573,-120.117817,2469,1752,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-016164",48.182573,-120.117817,41143,41445,"Coarse",8,40,11,10,8,29,24,11,9,0.392,0.164,0,495,96.4,10,10,10,8.8,10,10,10,10,7.7,10,0.0318181818181813
"998",5109,35,8,5,8,17,6,7,257,1,31,378,0.264550264550265,8.2010582010582,67.989417989418,9.04761904761905,10,5.71428571428571,8.75,7.05882352941176,5,10,3.68699526594263,3.6005291005291,9.93847668266273,72.796729340451,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-29",2012,"Rhithron Associates, Inc.","WAM06600-017208",48.411352,-119.764134,2470,1754,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-017208",48.411352,-119.764134,41119,41445,"Coarse",8,35,8,5,8,21,17,6,6,0.68,0.082,0.003,378,71.4,9,10,5.7,8.8,7.1,5,8.6,3.7,3.6,9.9,1.39672934045099
"999",5112,18,2,3,2,7,7,1,35,25,4,57,43.859649122807,7.01754385964912,61.4035087719298,0.952380952380952,1.42857142857143,2.85714285714286,1.25,1.17647058823529,6.25,1.42857142857143,5.42012927054478,3.00877192982456,0,23.7720384552713,"Washington State Department of Ecology",NA,"","","Bruce Creek","WatershedHealth_WAM0","2012-07-16",2012,"Rhithron Associates, Inc.","WAM06600-017584",48.739754,-117.922385,2277,1757,NA,NA,NA,NA,"Bruce Creek","Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-017584",48.739754,-117.922385,41106,41445,"Coarse",8,18,2,3,2,7,7,7,1,0.614,0.07,0.439,57,23.8,1,1.4,2.9,1.2,1.2,6.2,1.4,5.4,3,0,-0.0279615447286972
"1000",5114,39,10,9,3,16,8,4,232,1,68,459,0.217864923747277,14.8148148148148,50.5446623093682,10,10,10,2.5,6.47058823529412,7.5,5.71428571428571,8.27772044490311,6.90740740740741,9.94933373866342,77.3193355405538,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-08-14",2012,"Rhithron Associates, Inc.","WAM06600-017680",48.769622,-119.77879,2471,1759,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-017680",48.769622,-119.77879,41135,41445,"Coarse",8,39,10,9,3,22,16,8,4,0.505,0.148,0.002,459,77.3,10,10,10,2.5,6.5,7.5,5.7,8.3,6.9,10,0.0193355405537687
"1001",5116,20,3,0,3,3,1,0,91,8,68,180,4.44444444444444,37.7777777777778,50.5555555555556,1.9047619047619,2.85714285714286,0,2.5,0,0,0,8.27485380116959,10,8.96640826873385,34.5031668318082,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-04",2012,"Rhithron Associates, Inc.","WAM06600-017852",48.651216,-117.370255,2472,1761,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-017852",48.651216,-117.370255,41094,41445,"Coarse",8,20,3,0,3,6,3,1,0,0.506,0.378,0.044,180,34.5,1.9,2.9,0,2.5,0,0,0,8.3,10,9,0.00316683180820121
"1002",5121,14,0,1,3,4,4,1,46,0,8,68,0,11.7647058823529,67.6470588235294,0,0,0,2.5,0,2.5,1.42857142857143,3.77708978328173,5.38235294117647,10,25.5880141530296,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-13",2012,"Rhithron Associates, Inc.","WAM06600-020811",47.792931,-118.429549,2474,1766,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-020811",47.792931,-118.429549,41103,41445,"Coarse",8,14,0,1,3,4,4,4,1,0.676,0.118,0,68,25.6,0,0,0,2.5,0,2.5,1.4,3.8,5.4,10,-0.0119858469703722
"1003",5124,29,4,4,5,17,10,1,119,29,18,304,9.53947368421053,5.92105263157895,39.1447368421053,6.19047619047619,4.28571428571429,4.28571428571429,5,7.05882352941176,10,1.42857142857143,10,2.46052631578947,7.78151774785802,58.4913437835354,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-07-17",2012,"Rhithron Associates, Inc.","WAM06600-022420",48.196574,-118.102979,2475,1769,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-022420",48.196574,-118.102979,41107,41445,"Coarse",8,29,4,4,5,13,17,10,1,0.391,0.059,0.095,304,58.5,6.2,4.3,4.3,5,7.1,10,1.4,10,2.5,7.8,-0.00865621646455139
"1004",5125,21,3,6,3,6,3,1,128,2,59,298,0.671140939597315,19.7986577181208,42.9530201342282,2.38095238095238,2.85714285714286,7.14285714285714,2.5,0.588235294117647,1.25,1.42857142857143,10,9.3993288590604,9.84392071172156,47.3910086744234,"Washington State Department of Ecology",NA,"","","Fifteen Mile Creek Tributary","WatershedHealth_WAM0","2012-07-22",2012,"Rhithron Associates, Inc.","WAM06600-023632",48.843661,-118.057552,2317,1770,NA,NA,NA,NA,"Fifteen Mile Creek Tributary","Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-023632",48.843661,-118.057552,41112,41445,"Coarse",8,21,3,6,3,12,6,3,1,0.43,0.198,0.007,298,47.4,2.4,2.9,7.1,2.5,0.6,1.2,1.4,10,9.4,9.8,-0.00899132557658078
"1005",5127,14,1,2,2,4,3,0,387,113,2,471,23.9915074309979,0.424628450106157,82.1656050955414,0,0,1.42857142857143,1.25,0,1.25,0,0,0,4.4205796672098,8.34915109578122,"City of Redmond",8,"Sammamish River Basin","W Lake Sammamish Subbasin","Idylwood Creek","City of Redmond Annual Benthic Monitoring","2012-08-20",2012,"Rhithron Associates, Inc.","IDCR1230",47.642479,-122.104641,1528,1707,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","W Lake Sammamish Subbasin","Idylwood Creek","City of Redmond","City of Redmond Annual Benthic Monitoring","IDCR1230",47.642479,-122.104641,41141,41362,"Coarse",9,14,1,2,2,5,4,3,0,0.822,0.004,0.24,471,8.3,0,0,1.4,1.2,0,1.2,0,0,0,4.4,0.0491510957812231
"1006",5128,21,5,5,3,12,6,7,68,0,15,118,0,12.7118644067797,57.6271186440678,2.38095238095238,5.71428571428571,5.71428571428571,2.5,4.11764705882353,5,10,6.41391614629795,5.85593220338983,10,57.6970192180351,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-08-08",2012,"Rhithron Associates, Inc.","WAM06600-029136",48.925984,-119.83112,2477,1772,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-029136",48.925984,-119.83112,41129,41445,"Coarse",8,21,5,5,3,13,12,6,7,0.576,0.127,0,118,57.7,2.4,5.7,5.7,2.5,4.1,5,10,6.4,5.9,10,-0.0029807819648795
"1007",5131,31,5,7,2,15,10,0,92,2,29,216,0.925925925925926,13.4259259259259,42.5925925925926,7.14285714285714,5.71428571428571,8.57142857142857,1.25,5.88235294117647,10,0,10,6.21296296296296,9.78466838931955,64.5585557220304,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-08-13",2012,"Rhithron Associates, Inc.","WAM06600-034631",47.635777,-120.607205,2479,1775,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-034631",47.635777,-120.607205,41134,41445,"Coarse",8,31,5,7,2,14,15,10,0,0.426,0.134,0.009,216,64.6,7.1,5.7,8.6,1.2,5.9,10,0,10,6.2,9.8,-0.0414442779695747
"1008",5136,21,1,3,2,4,4,1,148,30,63,292,10.2739726027397,21.5753424657534,50.6849315068493,2.38095238095238,0,2.85714285714286,1.25,0,2.5,1.42857142857143,8.24080749819755,10,7.61070404587448,36.2681782107387,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-08-07",2012,"Rhithron Associates, Inc.","WAM06600-047312",48.773381,-119.710976,2482,1779,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-047312",48.773381,-119.710976,41128,41445,"Coarse",8,21,1,3,2,6,4,4,1,0.507,0.216,0.103,292,36.3,2.4,0,2.9,1.2,0,2.5,1.4,8.2,10,7.6,-0.0318217892613006
"1009",5139,30,9,10,4,19,10,10,119,7,35,238,2.94117647058824,14.7058823529412,50,6.66666666666667,10,10,3.75,8.23529411764706,10,10,8.42105263157895,6.85294117647059,9.31600547195622,83.2419600643195,"Washington State Department of Ecology",NA,"","","","WatershedHealth_WAM0","2012-08-11",2012,"Rhithron Associates, Inc.","WAM06600-012352",48.937484,-119.82117,2467,1746,NA,NA,NA,NA,NA,"Washington State Department of Ecology","WatershedHealth_WAM0","WAM06600-012352",48.937484,-119.82117,41132,41445,"Coarse",8,30,9,10,4,23,19,10,10,0.5,0.147,0.029,238,83.2,6.7,10,10,3.8,8.2,10,10,8.4,6.9,9.3,0.0419600643194968
"1010",5143,30,2,7,4,10,7,2,190,20,25,364,5.49450549450549,6.86813186813187,52.1978021978022,6.66666666666667,1.42857142857143,8.57142857142857,3.75,2.94117647058824,6.25,2.85714285714286,7.84268363215731,2.93406593406593,8.72220802453361,51.9639435851546,"City of Redmond",8,"Sammamish River Basin","Sammamish River Subbasin","Clise Creek","City of Redmond Annual Benthic Monitoring","2012-08-21",2012,"Rhithron Associates, Inc.","CLBCT219",47.66009,-122.126697,1338,1708,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Sammamish River Subbasin","Clise Creek","City of Redmond","City of Redmond Annual Benthic Monitoring","CLBCT219",47.66009,-122.126697,41142,41362,"Coarse",9,30,2,7,4,13,10,7,2,0.522,0.069,0.055,364,52,6.7,1.4,8.6,3.8,2.9,6.2,2.9,7.8,3,8.7,-0.0360564148453903
"1011",5154,18,2,3,2,6,5,0,342,140,6,483,28.9855072463768,1.24223602484472,70.8074534161491,0.952380952380952,1.42857142857143,2.85714285714286,1.25,0.588235294117647,3.75,0,2.94540699575024,0.12111801242236,3.25918436130772,17.1520399016932,"City of Redmond",8,"Sammamish River Basin","Bear Creek Subbasin","Tylers Creek","City of Redmond Annual Benthic Monitoring","2012-08-22",2012,"Rhithron Associates, Inc.","EssexRed105",47.696571,-122.093974,1100,630,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Tylers Creek","City of Redmond","City of Redmond Annual Benthic Monitoring","EssexRed105",47.696571,-122.093974,41143,41362,"Coarse",9,18,2,3,2,7,6,5,0,0.708,0.012,0.29,483,17.1,1,1.4,2.9,1.2,0.6,3.8,0,2.9,0.1,3.3,0.052039901693206
"1012",5187,21,2,3,3,7,2,0,286,110,6,454,24.2290748898678,1.3215859030837,62.9955947136564,2.38095238095238,1.42857142857143,2.85714285714286,2.5,1.17647058823529,0,0,5.0011592858799,0.16079295154185,4.36533142096097,19.8704209132847,"City of Federal Way",9,"Puget Sound (Duwamish-Green) Basin","Dumas Bay Subbasin","Joes Creek","Macroinvertebrate Sampling","2009-09-01",2009,"Rhithron Associates, Inc.","JoesFW509",47.326731,-122.3767,1799,551,9,"WRIA 9 - Duwamish-Green","Puget Sound (Duwamish-Green) Basin","Dumas Bay Subbasin","Joes Creek","City of Federal Way","Macroinvertebrate Sampling","JoesFW509",47.326731,-122.3767,40057,41347,"Coarse",9,21,2,3,3,8,7,2,0,0.63,0.013,0.242,454,19.9,2.4,1.4,2.9,2.5,1.2,0,0,5,0.1,4.4,-0.0295790867153229
"1013",5198,18,2,1,3,6,2,0,402,322,11,448,71.875,2.45535714285714,89.7321428571429,0.952380952380952,1.42857142857143,0,2.5,0.588235294117647,0,0,0,0.727678571428571,0,6.1968662464986,"City of Federal Way",9,"Puget Sound (Duwamish-Green) Basin","Dumas Bay Subbasin","Joes Creek","Macroinvertebrate Sampling","2010-09-01",2010,"Rhithron Associates, Inc.","JoesFWLMR",47.324608,-122.376156,1812,552,9,"WRIA 9 - Duwamish-Green","Puget Sound (Duwamish-Green) Basin","Dumas Bay Subbasin","Joes Creek","City of Federal Way","Macroinvertebrate Sampling","JoesFWLMR",47.324608,-122.376156,40422,41347,"Coarse",9,18,2,1,3,6,6,2,0,0.897,0.025,0.719,448,6.2,1,1.4,0,2.5,0.6,0,0,0,0.8,0,-0.00313375350140088
"1014",5209,18,1,3,4,6,2,0,235,63,8,378,16.6666666666667,2.11640211640212,62.1693121693122,0.952380952380952,0,2.85714285714286,3.75,0.588235294117647,0,0,5.21860206070732,0.558201058201058,6.12403100775194,20.0485932303018,"City of Federal Way",9,"Puget Sound (Duwamish-Green) Basin","Dumas Bay Subbasin","Joes Creek","Macroinvertebrate Sampling","2011-08-19",2011,"Rhithron Associates, Inc.","JoesFW509",47.326731,-122.3767,1798,551,9,"WRIA 9 - Duwamish-Green","Puget Sound (Duwamish-Green) Basin","Dumas Bay Subbasin","Joes Creek","City of Federal Way","Macroinvertebrate Sampling","JoesFW509",47.326731,-122.3767,40774,41347,"Coarse",9,18,1,3,4,8,6,2,0,0.622,0.021,0.167,378,20,1,0,2.9,3.8,0.6,0,0,5.2,0.5,6.1,0.0485932303017762
"1015",5223,21,4,2,3,9,6,1,275,2,15,387,0.516795865633075,3.87596899224806,71.0594315245478,2.38095238095238,4.28571428571429,1.42857142857143,2.5,2.35294117647059,5,1.42857142857143,2.87909696722426,1.43798449612403,9.87981491496905,33.5736470785975,"Washington State Department of Ecology",13,"Deschutes Prairie Basin","Lower Deschutes River Subbasin","Indian Creek (Lower Deschutes)","Effectiveness Monitoring for the Deschutes River TMDL Project","2012-10-10",2012,"Rhithron Associates, Inc.","13-INDBIO-2.5",47.0374,-122.888,2043,1786,13,"WRIA 13 - Deschutes","Deschutes Prairie Basin","Lower Deschutes River Subbasin","Indian Creek (Lower Deschutes)","Washington State Department of Ecology","Effectiveness Monitoring for the Deschutes River TMDL Project","13-INDBIO-2.5",47.0374,-122.888,41192,41445,"Coarse",8,21,4,2,3,9,9,6,1,0.711,0.039,0.005,387,33.6,2.4,4.3,1.4,2.5,2.4,5,1.4,2.9,1.5,9.9,-0.0263529214025411
