"","Visit.ID","Total_Richness","E_Richness","P_Richness","T_Richness","Clin_Richness","LL_Richness","Intol_Richness","Dom_Abund","Tol_Abund","Pred_Abund","Tot_Abund","Tol_Percent","Pred_Percent","Dom_Percent","Tot_Richness_Score","E_Richness_Score","P_Richness_Score","T_Richness_Score","Cling_Richness_Score","LL_Richness_Score","Intol_Richness_Score","Dom_Percent_Score","Pred_Percent_Score","Tol_Percent_Score","Overall.Score.x","Agency.x","WRIA.Number.x","Basin.x","Subbasin.x","Stream.or.River","Project.x","Visit.Date","Year","Lab.Name","Site.Code.x","Latitude.x","Longitude.x","Row","Site.ID","WRIA.Number.y","WRIA","Basin.y","Subbasin.y","Stream","Agency.y","Project.y","Site.Code.y","Latitude.y","Longitude.y","Event.Date","Date.Released","Taxonomic.Resolution","Total.SqFt","Taxa.Richness.Quantity","Ephemeroptera.Richness.Quantity","Plecoptera.Richness.Quantity","Trichoptera.Richness.Quantity","EPT.Richness.Quantity","Clinger.Richness.Quantity","Long-Lived.Richness.Quantity","Intolerant.Richness.Quantity","Percent.Dominant.Quantity","Predator.Percent.Quantity","Tolerant.Percent.Quantity","Number.of.Organisms","Overall.Score.y","Taxa.Richness.Score","Ephemeroptera.Richness.Score","Plecoptera.Richness.Score","Trichoptera.Richness.Score","Clinger.Richness.Score","Long-Lived.Richness.Score","Intolerant.Richness.Score","Percent.Dominant.Score","Predator.Percent.Score","Tolerant.Percent.Score"
"66",8098,38,4,6,8,15,9,3,232,99,109,540,18.3333333333333,20.1851851851852,42.962962962963,3.79310344827586,4.28571428571429,7.14285714285714,8.75,4.70588235294118,8.75,4.28571428571429,7.03703703703704,9.59259259259259,5.73643410852713,64.0793352536595,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Mackey Creek","Bear Creek BP","2015-09-17",2015,"Rhithron Associates, Inc.","WAM06600-122423",47.697796,-122.066282,102,938,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Mackey Creek","King County - DNRP","Bear Creek BP","WAM06600-122423",47.697796,-122.066282,42264,42467,"Fine",8,38,4,6,8,18,15,9,3,0.43,0.202,0.183,540,64.1,3.8,4.3,7.1,8.8,4.7,8.8,4.3,7,9.6,5.7
"67",8099,34,3,8,6,15,8,1,341,2,119,551,0.362976406533575,21.5970961887477,61.8874773139746,2.41379310344828,2.85714285714286,10,6.25,4.70588235294118,7.5,1.42857142857143,1.92230342865552,10,9.91558688220149,56.9932800529607,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Struve Creek","Bear Creek BP","2015-08-19",2015,"Rhithron Associates, Inc.","E1261",47.752179,-122.053336,112,2244,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Struve Creek","King County - DNRP","Bear Creek BP","E1261",47.752179,-122.053336,42235,42467,"Fine",8,34,3,8,6,17,15,8,1,0.619,0.216,0.004,551,57,2.4,2.9,10,6.2,4.7,7.5,1.4,1.9,10,9.9
"68",8100,43,6,6,5,19,10,2,234,24,111,525,4.57142857142857,21.1428571428571,44.5714285714286,5.51724137931035,7.14285714285714,7.14285714285714,5,7.05882352941176,10,2.85714285714286,6.6023166023166,10,8.93687707641196,70.2581157303078,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Monticello Creek","Bear Creek BP","2015-09-14",2015,"Rhithron Associates, Inc.","MontRed94",47.704047,-122.095275,104,2242,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Monticello Creek","King County - DNRP","Bear Creek BP","MontRed94",47.704047,-122.095275,42261,42467,"Fine",8,43,6,6,5,17,19,10,2,0.446,0.211,0.046,525,70.2,5.5,7.1,7.1,5,7.1,10,2.9,6.6,10,8.9
"69",8101,49,7,7,6,24,12,5,221,63,82,544,11.5808823529412,15.0735294117647,40.625,7.58620689655172,8.57142857142857,8.57142857142857,6.25,10,10,7.14285714285714,7.66891891891892,7.03676470588235,7.30677154582763,80.1343763528949,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek tributary","Bear Creek BP","2015-09-14",2015,"Rhithron Associates, Inc.","E1264",47.730382,-122.079114,98,2245,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek tributary","King County - DNRP","Bear Creek BP","E1264",47.730382,-122.079114,42261,42467,"Fine",8,49,7,7,6,20,24,12,6,0.406,0.151,0.116,544,81.6,7.6,8.6,8.6,6.2,10,10,8.6,7.7,7.1,7.3
"70",8129,42,4,7,7,22,12,4,247,19,67,563,3.37477797513321,11.9005328596803,43.8721136767318,5.17241379310345,4.28571428571429,8.57142857142857,7.5,8.82352941176471,10,5.71428571428571,6.79132062791033,5.45026642984014,9.21516791275972,71.5241267468069,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","Bear Creek BP","2015-09-17",2015,"Rhithron Associates, Inc.","WAM06600-036971",47.746991,-122.060936,90,918,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","King County - DNRP","Bear Creek BP","WAM06600-036971",47.746991,-122.060936,42264,42467,"Fine",8,42,4,7,7,18,22,12,4,0.439,0.119,0.034,563,71.5,5.2,4.3,8.6,7.5,8.8,10,5.7,6.8,5.5,9.2
"71",8161,42,9,5,7,25,7,7,443,1,36,660,0.151515151515152,5.45454545454545,67.1212121212121,5.17241379310345,10,5.71428571428571,7.5,10,6.25,10,0.507780507780506,2.22727272727273,9.96476391825229,67.3365166606947,"King County - DNRP",7,"Snoqualmie Forks Basin","Lower Middle Fork Snoqualmie Subbasin","Snoqualmie River - Middle Fork tributary (Lower)","Ambient Monitoring","2015-09-14",2015,"Rhithron Associates, Inc.","07LMS029443",47.478514,-121.690456,32,2364,7,"WRIA 7 - Snohomish","Snoqualmie Forks Basin","Lower Middle Fork Snoqualmie Subbasin","Snoqualmie River - Middle Fork tributary (Lower)","King County - DNRP","Ambient Monitoring","07LMS029443",47.478514,-121.690456,42261,42482,"Fine",8,42,9,5,7,21,25,7,7,0.671,0.055,0.002,660,67.4,5.2,10,5.7,7.5,10,6.2,10,0.5,2.3,10
"72",8171,67,10,12,11,31,18,12,154,18,231,546,3.2967032967033,42.3076923076923,28.2051282051282,10,10,10,10,10,10,10,10,10,9.23332481472016,99.2333248147202,"King County - DNRP",7,"Lower Snoqualmie Basin","Raging River Subbasin","Raging River tributary","Ambient Monitoring","2015-08-11",2015,"Rhithron Associates, Inc.","07RAG065475",47.458258,-121.845076,22,2372,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Raging River Subbasin","Raging River tributary","King County - DNRP","Ambient Monitoring","07RAG065475",47.458258,-121.845076,42227,42482,"Fine",8,67,10,12,11,33,31,18,13,0.282,0.423,0.033,546,99.2,10,10,10,10,10,10,10,10,10,9.2
"73",8172,61,13,7,5,29,11,9,217,7,63,546,1.28205128205128,11.5384615384615,39.7435897435897,10,10,8.57142857142857,5,10,10,10,7.90713790713791,5.26923076923077,9.70184853905784,86.4496457868551,"King County - DNRP",7,"Lower Snoqualmie Basin","Cherry Creek Subbasin","Cherry Creek","Ambient Monitoring","2015-09-10",2015,"Rhithron Associates, Inc.","07CHR013259",47.759269,-121.884733,3,2373,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Cherry Creek Subbasin","Cherry Creek","King County - DNRP","Ambient Monitoring","07CHR013259",47.759269,-121.884733,42257,42482,"Fine",8,61,13,7,5,25,29,11,10,0.397,0.115,0.013,546,86.4,10,10,8.6,5,10,10,10,7.9,5.3,9.7
"74",8174,53,8,5,11,32,11,6,232,18,70,563,3.19715808170515,12.4333925399645,41.2078152753108,8.96551724137931,10,5.71428571428571,10,10,10,8.57142857142857,7.51140127694302,5.71669626998224,9.25647486471973,85.7358039387386,"King County - DNRP",7,"Lower Snoqualmie Basin","Griffin Creek Subbasin","Griffin Creek","Ambient Monitoring","2015-09-15",2015,"Rhithron Associates, Inc.","07GRN208791",47.60582,-121.88639,10,2375,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Griffin Creek Subbasin","Griffin Creek","King County - DNRP","Ambient Monitoring","07GRN208791",47.60582,-121.88639,42262,42482,"Fine",8,53,8,5,11,24,32,11,6,0.412,0.124,0.032,563,85.7,9,10,5.7,10,10,10,8.6,7.5,5.7,9.3
"75",8180,42,6,6,6,16,6,4,365,1,100,613,0.163132137030995,16.3132137030995,59.5432300163132,5.17241379310345,7.14285714285714,7.14285714285714,6.25,5.29411764705882,5,5.71428571428571,2.55588377937481,7.65660685154976,9.96206229371372,61.8910843648006,"King County - DNRP",7,"Lower Snoqualmie Basin","Harris Creek Subbasin","Harris Creek","Ambient Monitoring","2015-08-31",2015,"Rhithron Associates, Inc.","07HAR055371",47.726195,-121.879791,15,2381,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Harris Creek Subbasin","Harris Creek","King County - DNRP","Ambient Monitoring","07HAR055371",47.726195,-121.879791,42247,42482,"Fine",8,42,6,6,6,18,16,6,4,0.595,0.163,0.002,613,61.9,5.2,7.1,7.1,6.2,5.3,5,5.7,2.6,7.7,10
"76",8193,33,2,6,6,14,9,1,85,16,71,237,6.75105485232067,29.957805907173,35.8649789029536,2.06896551724138,1.42857142857143,7.14285714285714,6.25,4.11764705882353,8.75,1.42857142857143,8.95541110730984,10,8.42998724364636,58.5720109270211,"King County - DNRP",8,"Sammamish River Basin","Sammamish River Subbasin","Sammamish River tributary (0095B)","Stormwater Retrofit","2015-08-27",2015,"Rhithron Associates, Inc.","Sammamish River Trib #0095B",47.72091,-122.12429,161,2257,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Sammamish River Subbasin","Sammamish River tributary (0095B)","King County - DNRP","Stormwater Retrofit","Sammamish River Trib #0095B",47.72091,-122.12429,42243,42467,"Fine",8,33,2,6,6,14,14,9,1,0.359,0.3,0.068,237,58.6,2.1,1.4,7.1,6.2,4.1,8.8,1.4,8.9,10,8.4
"77",8194,32,4,5,5,14,11,2,264,17,85,510,3.33333333333333,16.6666666666667,51.7647058823529,1.72413793103448,4.28571428571429,5.71428571428571,5,4.11764705882353,10,2.85714285714286,4.65818759936407,7.83333333333333,9.22480620155039,55.4152549812487,"King County - DNRP",8,"Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0107)","Stormwater Retrofit","2015-09-30",2015,"Rhithron Associates, Inc.","Evans Creek Trib #0107",47.67955,-122.0782,122,2258,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0107)","King County - DNRP","Stormwater Retrofit","Evans Creek Trib #0107",47.67955,-122.0782,42277,42467,"Fine",8,32,4,5,5,14,14,11,2,0.518,0.167,0.033,510,55.4,1.7,4.3,5.7,5,4.1,10,2.9,4.6,7.9,9.2
"78",8195,22,3,3,1,6,2,1,140,23,4,187,12.2994652406417,2.13903743315508,74.8663101604278,0,2.85714285714286,2.85714285714286,0,0,0,1.42857142857143,0,0.56951871657754,7.13965924636239,14.8520351057971,"King County - DNRP",8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Stormwater Retrofit","2015-09-22",2015,"Rhithron Associates, Inc.","May Creek Trib - Honey Creek",47.51321,-122.17886,69,2259,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","King County - DNRP","Stormwater Retrofit","May Creek Trib - Honey Creek",47.51321,-122.17886,42269,42467,"Fine",8,22,3,3,1,7,6,2,1,0.749,0.021,0.123,187,14.8,0,2.9,2.9,0,0,0,1.4,0,0.5,7.1
"79",8641,29,2,3,2,9,4,0,425,362,24,561,64.5276292335116,4.27807486631016,75.7575757575758,0.689655172413793,1.42857142857143,2.85714285714286,1.25,1.17647058823529,2.5,0,0,1.63903743315508,0,11.5408774795185,"King County - DNRP",8,"Sammamish River Basin","Tibbetts Creek Subbasin","Tibbetts Creek","Ambient Monitoring","2016-08-17",2016,"Rhithron Associates, Inc.","08LAK3616",47.553342,-122.068203,169,164,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Tibbetts Creek Subbasin","Tibbetts Creek","King County - DNRP","Ambient Monitoring","08LAK3616",47.553342,-122.068203,42599,42695,"Fine",8,29,2,3,2,7,9,4,0,0.758,0.043,0.645,561,11.6,0.7,1.4,2.9,1.2,1.2,2.5,0,0,1.7,0
"80",9287,42,3,4,5,11,4,0,229,91,42,534,17.0411985018727,7.86516853932584,42.8838951310861,5.17241379310345,2.85714285714286,4.28571428571429,5,2.35294117647059,2.5,0,7.05840672132807,3.43258426966292,6.03693058095985,38.696133684382,"King County - DNRP",8,"Sammamish River Basin","North Creek Subbasin","North Creek","Ambient Monitoring","2017-08-10",2017,"Rhithron Associates, Inc.","08NOR1756",47.877597,-122.224133,154,184,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","North Creek Subbasin","North Creek","King County - DNRP","Ambient Monitoring","08NOR1756",47.877597,-122.224133,42957,43209,"Fine",8,42,3,4,5,12,11,4,0,0.429,0.079,0.17,534,38.7,5.2,2.9,4.3,5,2.4,2.5,0,7.1,3.5,6
"81",9705,67,9,10,10,34,13,10,196,2,84,590,0.338983050847458,14.2372881355932,33.2203389830508,10,10,10,10,10,10,10,9.6701786532295,6.61864406779661,9.92116673236106,96.2099894533872,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","Ambient Monitoring","2018-08-23",2018,"Rhithron Associates, Inc.","09NEW2151",47.224415,-121.931257,219,261,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","King County - DNRP","Ambient Monitoring","09NEW2151",47.224415,-121.931257,43335,43381,"Fine",8,67,9,10,10,29,34,13,10,0.332,0.142,0.003,590,96.2,10,10,10,10,10,10,10,9.7,6.6,9.9
"82",9766,68,5,8,12,25,13,6,160,75,145,588,12.7551020408163,24.6598639455782,27.2108843537415,10,5.71428571428571,10,10,10,10,8.57142857142857,10,10,7.03369719981016,91.3194114855245,"King County - DNRP",8,"Sammamish River Basin","Tibbetts Creek Subbasin","Tibbetts Creek","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-08-29",2018,"Rhithron Associates, Inc.","08LA01",47.539885,-122.062668,168,2704,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Tibbetts Creek Subbasin","Tibbetts Creek","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","08LA01",47.539885,-122.062668,43341,43377,"Fine",8,68,5,8,12,25,25,13,6,0.272,0.247,0.128,588,91.3,10,5.7,10,10,10,10,8.6,10,10,7
"83",9778,60,8,10,14,30,13,8,162,27,83,526,5.13307984790875,15.7794676806084,30.7984790874525,10,10,10,10,10,10,10,10,7.38973384030418,8.80626050048634,96.1959943407905,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Rock Creek (Lower Cedar)","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-08-30",2018,"Rhithron Associates, Inc.","08CE01",47.374751,-122.017672,58,2700,8,"WRIA 8 - Cedar-Sammamish","Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Rock Creek (Lower Cedar)","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","08CE01",47.374751,-122.017672,43342,43377,"Fine",8,60,8,10,14,32,30,13,8,0.308,0.158,0.051,526,96.2,10,10,10,10,10,10,10,10,7.4,8.8
"84",9779,55,6,6,8,24,13,3,190,45,116,539,8.34879406307978,21.5213358070501,35.2504638218924,9.6551724137931,7.14285714285714,7.14285714285714,8.75,10,10,4.28571428571429,9.12149626435341,10,8.05841998533028,84.1565172349054,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Stensland Creek","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-09-06",2018,"Rhithron Associates, Inc.","08ST01",47.687381,-122.076594,110,2711,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Stensland Creek","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","08ST01",47.687381,-122.076594,43349,43377,"Fine",8,55,6,6,8,20,24,13,3,0.353,0.215,0.083,539,84.2,9.7,7.1,7.1,8.8,10,10,4.3,9.1,10,8.1
"85",9780,55,8,9,11,23,9,6,231,0,245,525,0,46.6666666666667,44,9.6551724137931,10,10,10,9.41176470588235,8.75,8.57142857142857,6.75675675675676,10,10,93.1451224478608,"King County - DNRP",NA,"","","Wildcat Creek (Dyes Inlet)","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-09-10",2018,"Rhithron Associates, Inc.","15WC01",47.589032,-122.736157,255,2709,NA,NA,NA,NA,"Wildcat Creek (Dyes Inlet)","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","15WC01",47.589032,-122.736157,43353,43377,"Fine",8,55,8,9,11,28,23,9,6,0.44,0.467,0,525,93.1,9.7,10,10,10,9.4,8.8,8.6,6.8,10,10
"86",9781,51,8,8,7,21,7,7,213,11,191,557,1.97486535008977,34.2908438061041,38.2405745062837,8.27586206896552,10,10,7.5,8.23529411764706,6.25,10,8.31335824154496,10,9.54072898835122,88.1152434165087,"King County - DNRP",NA,"","","Lost Creek (Dyes Inlet)","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-09-10",2018,"Rhithron Associates, Inc.","15LT01",47.587552,-122.734523,253,2708,NA,NA,NA,NA,"Lost Creek (Dyes Inlet)","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","15LT01",47.587552,-122.734523,43353,43377,"Fine",8,51,8,8,7,23,21,7,7,0.382,0.343,0.02,557,88.1,8.3,10,10,7.5,8.2,6.2,10,8.3,10,9.5
"87",9782,56,4,3,13,18,8,1,167,8,126,543,1.47329650092081,23.2044198895028,30.7550644567219,10,4.28571428571429,2.85714285714286,10,6.47058823529412,7.5,1.42857142857143,10,10,9.6573729067626,72.1993897134853,"King County - DNRP",15,"Puget Sound (Kitsap) Basin","Bainbridge Island Subbasin","Manzanita Creek","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-09-11",2018,"Rhithron Associates, Inc.","15MZ01",47.674142,-122.551392,251,2706,15,"WRIA 15 - Kitsap","Puget Sound (Kitsap) Basin","Bainbridge Island Subbasin","Manzanita Creek","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","15MZ01",47.674142,-122.551392,43354,43377,"Fine",8,56,4,3,13,20,18,8,1,0.308,0.232,0.015,543,72.2,10,4.3,2.9,10,6.5,7.5,1.4,10,10,9.7
"88",9783,49,5,9,5,14,7,3,203,113,88,543,20.8103130755064,16.2062615101289,37.3848987108656,7.58620689655172,5.71428571428571,10,5,4.11764705882353,6.25,4.28571428571429,8.54462197003634,7.60313075506446,5.16039230802176,64.2619989884978,"King County - DNRP",15,"Puget Sound (Kitsap) Basin","Dyes Inlet / Central Kitsap Subbasin","Illahee Creek","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-09-11",2018,"Rhithron Associates, Inc.","15IL01",47.609583,-122.5987,252,2705,15,"WRIA 15 - Kitsap","Puget Sound (Kitsap) Basin","Dyes Inlet / Central Kitsap Subbasin","Illahee Creek","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","15IL01",47.609583,-122.5987,43354,43377,"Fine",8,49,5,9,5,19,14,7,3,0.374,0.162,0.208,543,64.3,7.6,5.7,10,5,4.1,6.2,4.3,8.5,7.6,5.2
"89",9793,60,10,6,5,29,14,8,197,6,118,540,1.11111111111111,21.8518518518519,36.4814814814815,10,10,7.14285714285714,5,10,10,10,8.78878878878879,10,9.74160206718346,90.6732479988294,"King County - DNRP",10,"Green Waters Basin","Mud Mt Lake Subbasin","Boise Creek","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-08-09",2018,"Rhithron Associates, Inc.","10BS01",47.195154,-121.953301,247,2712,10,"WRIA 10 - Puyallup-White","Green Waters Basin","Mud Mt Lake Subbasin","Boise Creek","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","10BS01",47.195154,-121.953301,43321,43377,"Fine",8,60,10,6,5,21,29,14,8,0.365,0.219,0.011,540,90.7,10,10,7.1,5,10,10,10,8.8,10,9.7
"90",9794,59,6,6,13,30,12,8,256,63,87,566,11.13074204947,15.3710247349823,45.2296819787986,10,7.14285714285714,7.14285714285714,10,10,10,10,6.42441027600038,7.18551236749117,7.41145533733257,85.3070922665384,"King County - DNRP",9,"Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-08-16",2018,"Rhithron Associates, Inc.","09SC01",47.336409,-122.135101,228,2701,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Soos Creek Subbasin","Soos Creek","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","09SC01",47.336409,-122.135101,43328,43377,"Fine",8,59,6,6,13,25,30,12,8,0.452,0.154,0.111,566,85.3,10,7.1,7.1,10,10,10,10,6.4,7.2,7.4
"91",9795,71,10,6,11,30,9,8,223,13,46,551,2.35934664246824,8.34845735027223,40.4718693284936,10,10,7.14285714285714,10,10,8.75,10,7.71030558689361,3.67422867513612,9.45131473430971,86.7287061391966,"King County - DNRP",1,"Whatcom-Chuckanut Basin","Bellingham Bay Subbasin","Chuckanut Creek","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-09-27",2018,"Rhithron Associates, Inc.","01CC01",48.70185,-122.48827,1,2707,1,"WRIA 1 - Nooksack","Whatcom-Chuckanut Basin","Bellingham Bay Subbasin","Chuckanut Creek","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","01CC01",48.70185,-122.48827,43370,43432,"Fine",8,71,10,6,11,27,30,9,8,0.405,0.083,0.024,551,86.7,10,10,7.1,10,10,8.8,10,7.7,3.7,9.4
"92",9827,70,10,8,12,32,11,8,208,8,90,542,1.4760147601476,16.6051660516605,38.3763837638376,10,10,10,10,10,10,10,8.27665303680064,7.80258302583026,9.65674075345405,95.7359768160849,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-08-15",2018,"Rhithron Associates, Inc.","09NE01",47.231078,-121.94603,215,2710,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","09NE01",47.231078,-121.94603,43327,43377,"Fine",8,70,10,8,12,30,32,11,8,0.384,0.166,0.015,542,95.7,10,10,10,10,10,10,10,8.3,7.8,9.7
"93",9829,54,10,9,11,32,11,8,227,19,100,544,3.49264705882353,18.3823529411765,41.7279411764706,9.31034482758621,10,10,10,10,10,10,7.370826709062,8.69117647058824,9.18775649794802,94.5601045051845,"King County - DNRP",7,"Lower Snoqualmie Basin","Cherry Creek Subbasin","Margaret Creek","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-09-25",2018,"Rhithron Associates, Inc.","07CH01",47.75381,-121.8941,6,2702,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Cherry Creek Subbasin","Margaret Creek","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","07CH01",47.75381,-121.8941,43368,43432,"Fine",8,54,10,9,11,30,32,11,8,0.417,0.184,0.035,544,94.6,9.3,10,10,10,10,10,10,7.4,8.7,9.2
"94",9830,69,9,8,9,26,11,5,210,10,67,543,1.84162062615101,12.3388581952118,38.6740331491713,10,10,10,10,10,10,7.14285714285714,8.19620725698074,5.66942909760589,9.57171613345325,90.580209630897,"King County - DNRP",7,"Lower Snoqualmie Basin","Harris Creek Subbasin","Weiss Creek","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-09-18",2018,"Rhithron Associates, Inc.","07WE01",47.69247,-121.94541,17,2713,7,"WRIA 7 - Snohomish","Lower Snoqualmie Basin","Harris Creek Subbasin","Weiss Creek","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","07WE01",47.69247,-121.94541,43361,43432,"Fine",8,69,9,8,9,26,26,11,5,0.387,0.123,0.018,543,90.6,10,10,10,10,10,10,7.1,8.2,5.7,9.6
"95",9952,30,1,7,3,16,11,1,312,20,88,519,3.85356454720617,16.9556840077071,60.1156069364162,1.03448275862069,0,8.57142857142857,2.5,5.29411764705882,10,1.42857142857143,2.40118731448211,7.97784200385356,9.10382219832415,48.3114519223393,"King County - DNRP",8,"Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0108)","Stormwater Retrofit","2018-08-30",2018,"Rhithron Associates, Inc.","Evans Creek Trib #0108",47.67235,-122.07774,124,2229,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0108)","King County - DNRP","Stormwater Retrofit","Evans Creek Trib #0108",47.67235,-122.07774,43342,43440,"Fine",8,30,1,7,3,11,16,11,1,0.601,0.17,0.039,519,48.3,1,0,8.6,2.5,5.3,10,1.4,2.4,8,9.1
"96",9983,54,8,12,7,21,11,7,195,40,88,521,7.67754318618042,16.8905950095969,37.4280230326296,9.31034482758621,10,10,7.5,8.23529411764706,10,10,8.53296674793796,7.94529750479846,8.21452484042316,89.7384280383928,"King County - DNRP",9,"Duwamish - Green River Basin","Middle Green River Subbasin","Cristy Creek","Restoration and Protection of Select B-IBI Basins - Ecology transect method","2018-10-04",2018,"Rhithron Associates, Inc.","09MD01",47.272614,-122.021072,207,2703,9,"WRIA 9 - Duwamish-Green","Duwamish - Green River Basin","Middle Green River Subbasin","Cristy Creek","King County - DNRP","Restoration and Protection of Select B-IBI Basins - Ecology transect method","09MD01",47.272614,-122.021072,43377,43432,"Fine",8,54,8,12,7,27,21,11,7,0.374,0.169,0.077,521,89.7,9.3,10,10,7.5,8.2,10,10,8.5,8,8.2
"97",10417,45,1,6,3,11,7,0,313,109,42,552,19.7463768115942,7.60869565217391,56.7028985507246,6.20689655172414,0,7.14285714285714,2.5,2.35294117647059,6.25,0,3.32354093223659,3.30434782608696,5.40781934614088,36.4884029755163,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","Stormwater Retrofit","2019-07-26",2019,"Rhithron Associates, Inc.","Bear_SWS_1",47.74977,-122.044288,86,2944,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","King County - DNRP","Stormwater Retrofit","Bear_SWS_1",47.74977,-122.044288,43672,43699,"Fine",8,45,1,6,3,10,11,7,0,0.567,0.076,0.197,552,36.5,6.2,0,7.1,2.5,2.4,6.2,0,3.3,3.3,5.4
"98",10578,55,4,8,7,15,11,3,164,35,50,528,6.62878787878788,9.46969696969697,31.0606060606061,9.6551724137931,4.28571428571429,10,7.5,4.70588235294118,10,4.28571428571429,10,4.23484848484848,8.4584214235377,73.125753246549,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Issaquah Creek tributary (0198)","Ambient Monitoring","2019-08-29",2019,"Rhithron Associates, Inc.","08ISS3958",47.518325,-122.036396,143,151,8,"WRIA 8 - Cedar-Sammamish","Sammamish River Basin","Issaquah Creek Subbasin","Issaquah Creek tributary (0198)","King County - DNRP","Ambient Monitoring","08ISS3958",47.518325,-122.036396,43706,43868,"Fine",8,55,4,8,7,19,15,11,3,0.311,0.095,0.066,528,73.1,9.7,4.3,10,7.5,4.7,10,4.3,10,4.2,8.5
