"","Visit.ID","Total_Richness","E_Richness","P_Richness","T_Richness","Clin_Richness","LL_Richness","Intol_Richness","Dom_Abund","Tol_Abund","Pred_Abund","Tot_Abund","Tol_Percent","Pred_Percent","Dom_Percent","Tot_Richness_Score","E_Richness_Score","P_Richness_Score","T_Richness_Score","Cling_Richness_Score","LL_Richness_Score","Intol_Richness_Score","Dom_Percent_Score","Pred_Percent_Score","Tol_Percent_Score","Overall.Score","Agency","WRIA.Number","Basin","Subbasin","Stream.or.River","Project","Visit.Date","Year","Lab.Name","Site.Code","Latitude","Longitude"
"6538",8029,24,3,6,7,18,8,3,263,3,65,500,0.6,13,52.6,3.80952380952381,2.85714285714286,7.14285714285714,7.5,7.64705882352941,7.5,4.28571428571429,7.73684210526316,6,9.86046511627907,64.3396041403097,"Snohomish County",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient","2015-08-27",2015,"Rhithron Associates, Inc.","LB198",47.818036,-122.159883
"6539",8030,15,2,1,4,10,3,1,349,8,1,500,1.6,0.2,69.8,0,1.42857142857143,0,3.75,2.94117647058824,1.25,1.42857142857143,3.21052631578947,0,9.62790697674419,23.6367526202648,"King County - DNRP",8,"Sammamish River Basin","North Creek Subbasin","North Creek","Ambient Monitoring","2015-09-01",2015,"Rhithron Associates, Inc.","08NOR2306",47.778784,-122.187628
"6540",8031,34,4,6,7,18,10,3,250,18,110,500,3.6,22,50,8.57142857142857,4.28571428571429,7.14285714285714,7.5,7.64705882352941,10,4.28571428571429,8.42105263157895,10,9.16279069767442,77.0166164384971,"King County - DNRP",8,"Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0107)","Ambient Monitoring","2015-09-01",2015,"Rhithron Associates, Inc.","08EVA3642",47.67972,-122.07785
"6541",8032,31,3,5,6,14,7,0,228,94,43,500,18.8,8.6,45.6,7.14285714285714,2.85714285714286,5.71428571428571,6.25,5.29411764705882,6.25,0,9.57894736842105,3.8,5.62790697674419,52.5152577065098,"Snohomish County",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient","2015-08-19",2015,"Rhithron Associates, Inc.","LB238",47.785454,-122.145252
"6542",8033,22,2,6,6,15,6,3,335,12,217,500,2.4,43.4,67,2.85714285714286,1.42857142857143,7.14285714285714,6.25,5.88235294117647,5,4.28571428571429,3.94736842105263,10,9.44186046511628,56.2358675416311,"Snohomish County",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient","2015-08-26",2015,"Rhithron Associates, Inc.","LBC520",47.81115,-122.159082
"6543",8034,18,2,3,2,9,8,0,251,15,50,500,3,10,50.2,0.952380952380952,1.42857142857143,2.85714285714286,1.25,2.35294117647059,7.5,0,8.36842105263158,4.5,9.30232558139535,38.5117830485928,"Snohomish County",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient","2015-08-25",2015,"Rhithron Associates, Inc.","LB51",47.833,-122.164
"6544",8035,23,2,5,6,12,7,2,218,0,186,326,0,57.0552147239264,66.8711656441718,3.33333333333333,1.42857142857143,5.71428571428571,6.25,4.11764705882353,6.25,2.85714285714286,3.98127219890216,10,10,53.932252591059,"Snohomish County",8,"Sammamish River Basin","Little Bear Creek Subbasin","Cuttrhoat Creek (0083)","Ambient","2015-08-20",2015,"Rhithron Associates, Inc.","CUTT",47.798937,-122.143923
"6545",8037,24,4,7,6,15,7,3,254,1,186,500,0.2,37.2,50.8,3.80952380952381,4.28571428571429,8.57142857142857,6.25,5.88235294117647,6.25,4.28571428571429,8.21052631578947,10,9.95348837209302,67.4987485814399,"Snohomish County",8,"Sammamish River Basin","Little Bear Creek Subbasin","Great Dane Creek","Ambient","2015-08-27",2015,"Rhithron Associates, Inc.","DANE",47.805,-122.152
"6546",8038,29,3,5,7,17,6,2,145,21,124,424,4.95283018867925,29.2452830188679,34.1981132075472,6.19047619047619,2.85714285714286,5.71428571428571,7.5,7.05882352941176,5,2.85714285714286,10,10,8.84817902588855,66.0260501743479,"Snohomish County",NA,"","","Rowlands Creek","Ambient","2015-08-19",2015,"Rhithron Associates, Inc.","Rowland",47.7773,-122.158801
"6547",8039,30,4,4,8,16,8,2,223,50,56,500,10,11.2,44.6,6.66666666666667,4.28571428571429,4.28571428571429,8.75,6.47058823529412,7.5,2.85714285714286,9.84210526315789,5.1,7.67441860465116,63.4323501983413,"Snohomish County",8,"Sammamish River Basin","Little Bear Creek Subbasin","Trout Creek","Ambient","2015-08-25",2015,"Rhithron Associates, Inc.","TROUT",47.842,-122.159
"6548",8040,22,1,4,5,4,5,1,109,8,22,175,4.57142857142857,12.5714285714286,62.2857142857143,2.85714285714286,0,4.28571428571429,5,0,3.75,1.42857142857143,5.18796992481203,5.78571428571429,8.93687707641196,37.2319898583668,"Snohomish County",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient","2015-08-20",2015,"Rhithron Associates, Inc.","West",47.815994,-122.164437
"6549",8043,24,2,4,4,16,6,0,303,16,101,500,3.2,20.2,60.6,3.80952380952381,1.42857142857143,4.28571428571429,3.75,6.47058823529412,5,0,5.63157894736842,9.6,9.25581395348837,49.2317906599604,"Snohomish County",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient","2015-08-26",2015,"Rhithron Associates, Inc.","LB169",47.844342,-122.162553
"6550",8046,29,3,6,2,11,9,2,199,141,90,406,34.7290640394089,22.1674876847291,49.0147783251232,6.19047619047619,2.85714285714286,7.14285714285714,1.25,3.52941176470588,8.75,2.85714285714286,8.68032149338864,10,1.92347347920724,53.1808257849208,"King County - DNRP",8,"Sammamish River Basin","Evans Creek Subbasin","Evans Creek tributary (0111E)","Ambient Monitoring","2015-09-02",2015,"Rhithron Associates, Inc.","08EVA3637",47.65296,-122.06841
"6551",8049,24,3,6,6,14,8,2,219,87,71,500,17.4,14.2,43.8,3.80952380952381,2.85714285714286,7.14285714285714,6.25,5.29411764705882,7.5,2.85714285714286,10,6.6,5.95348837209302,58.2642726858185,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2015-09-02",2015,"Rhithron Associates, Inc.","08LIT2692",47.811464,-122.158997
"6552",8050,23,2,4,6,13,7,2,157,17,92,304,5.59210526315789,30.2631578947368,51.6447368421053,3.33333333333333,1.42857142857143,4.28571428571429,6.25,4.70588235294118,6.25,2.85714285714286,7.9882271468144,10,8.69951040391677,55.7983818084343,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Cold Creek","Ambient Monitoring","2015-08-24",2015,"Rhithron Associates, Inc.","08BEA3321",47.754916,-122.104024
"6553",8051,23,4,5,4,18,9,4,309,81,24,500,16.2,4.8,61.8,3.33333333333333,4.28571428571429,5.71428571428571,3.75,7.64705882352941,8.75,5.71428571428571,5.31578947368421,1.9,6.23255813953488,52.6430254843676,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Fifteenmile Creek","Ambient Monitoring","2015-08-26",2015,"Rhithron Associates, Inc.","08ISS4294",47.484906,-122.028632
"6554",8052,28,7,7,4,20,6,5,279,24,74,500,4.8,14.8,55.8,5.71428571428571,8.57142857142857,8.57142857142857,3.75,8.82352941176471,5,7.14285714285714,6.89473684210526,6.9,8.88372093023256,70.2519871841025,"King County - DNRP",8,"Sammamish River Basin","Issaquah Creek Subbasin","Carey Creek","Ambient Monitoring","2015-08-26",2015,"Rhithron Associates, Inc.","08ISS4724",47.427716,-121.978422
"6555",8053,21,3,4,5,12,6,2,316,99,52,500,19.8,10.4,63.2,2.38095238095238,2.85714285714286,4.28571428571429,5,4.11764705882353,5,2.85714285714286,4.94736842105263,4.7,5.3953488372093,41.5413166980378,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Lower Cedar River Subbasin","Maplewood Creek","Ambient Monitoring","2015-08-26",2015,"Rhithron Associates, Inc.","08CED2433",47.474227,-122.163593
"6556",8054,27,4,5,3,13,9,1,247,23,44,500,4.6,8.8,49.4,5.23809523809524,4.28571428571429,5.71428571428571,2.5,4.70588235294118,8.75,1.42857142857143,8.57894736842105,3.9,8.93023255813953,54.0317289461684,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Mackey Creek","Ambient Monitoring","2015-08-26",2015,"Rhithron Associates, Inc.","08BEA3478",47.694994,-122.08918
"6557",8055,20,2,5,4,12,7,0,248,14,111,500,2.8,22.2,49.6,1.9047619047619,1.42857142857143,5.71428571428571,3.75,4.11764705882353,6.25,0,8.52631578947368,10,9.34883720930233,51.0404191052186,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2015-08-26",2015,"Rhithron Associates, Inc.","08LIT2603",47.847646,-122.163836
"6558",8056,37,8,9,8,23,8,6,284,4,61,500,0.8,12.2,56.8,10,10,10,8.75,10,7.5,8.57142857142857,6.63157894736842,5.6,9.81395348837209,86.8669610071691,"King County - DNRP",9,"Duwamish - Green River Basin","Coal Creek (Green) Subbasin","Coal Creek (Green River)","Ambient Monitoring","2015-08-27",2015,"Rhithron Associates, Inc.","09DEE2294",47.275939,-121.894775
"6559",8057,19,3,4,4,12,4,2,288,64,28,500,12.8,5.6,57.6,1.42857142857143,2.85714285714286,4.28571428571429,3.75,4.11764705882353,2.5,2.85714285714286,6.42105263157895,2.3,7.02325581395349,37.5405269329274,"King County - DNRP",9,"Duwamish - Green River Basin","Covington Creek Subbasin","Covington Creek","Ambient Monitoring","2015-08-27",2015,"Rhithron Associates, Inc.","09COV1418",47.30933,-122.077692
"6560",8058,13,2,3,2,5,4,0,406,307,22,500,61.4,4.4,81.2,0,1.42857142857143,2.85714285714286,1.25,0,2.5,0,0.210526315789474,1.7,0,9.94624060150376,"King County - DNRP",8,"Sammamish River Basin","Sammamish River Subbasin","Sammamish River tributary (0096D)","Ambient Monitoring","2015-08-27",2015,"Rhithron Associates, Inc.","08SAM2674",47.72908,-122.15256
"6561",8059,11,3,2,1,6,2,1,443,243,0,500,48.6,0,88.6,0,2.85714285714286,1.42857142857143,0,0.588235294117647,0,1.42857142857143,0,0,0,6.30252100840336,"King County - DNRP",9,"Puget Sound (Duwamish-Green) Basin","Miller Creek Subbasin","Miller Creek","Miller-Walker","2015-09-09",2015,"Rhithron Associates, Inc.","Miller_Cove",47.44456,-122.35451
"6562",8060,11,1,2,2,6,2,0,234,166,3,261,63.6015325670498,1.14942528735632,89.6551724137931,0,0,1.42857142857143,1.25,0.588235294117647,0,0,0,0.0747126436781609,0,3.34151936636724,"King County - DNRP",9,"Puget Sound (Duwamish-Green) Basin","Miller Creek Subbasin","Miller Creek","Miller-Walker","2015-09-09",2015,"Rhithron Associates, Inc.","Miller_SWSSD",47.447902,-122.348134
"6563",8061,18,2,3,4,11,6,0,362,259,35,500,51.8,7,72.4,0.952380952380952,1.42857142857143,2.85714285714286,3.75,3.52941176470588,5,0,2.52631578947369,3,0,23.0438227922748,"King County - DNRP",9,"Puget Sound (Duwamish-Green) Basin","Miller Creek Subbasin","Walker Creek","Miller-Walker","2015-09-09",2015,"Rhithron Associates, Inc.","WalkerPreserve",47.452032,-122.337736
"6564",8062,24,4,6,4,16,8,1,312,6,67,500,1.2,13.4,62.4,3.80952380952381,4.28571428571429,7.14285714285714,3.75,6.47058823529412,7.5,1.42857142857143,5.15789473684211,6.2,9.72093023255814,55.466079871361,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2015-08-24",2015,"Rhithron Associates, Inc.","08LIT2602",47.83994,-122.16225
"6565",8063,20,2,2,3,9,4,0,278,189,37,432,43.75,8.56481481481481,64.3518518518518,1.9047619047619,1.42857142857143,1.42857142857143,2.5,2.35294117647059,2.5,0,4.64424951267057,3.78240740740741,0,20.5415028584533,"King County - DNRP",9,"Duwamish - Green River Basin","Duwamish River Subbasin","Duwamish River tributary (0001E)","Ambient Monitoring","2015-09-10",2015,"Rhithron Associates, Inc.","09DUW0091",47.510357,-122.322142
"6566",8064,24,4,4,4,15,5,1,307,60,40,500,12,8,61.4,3.80952380952381,4.28571428571429,4.28571428571429,3.75,5.88235294117647,3.75,1.42857142857143,5.42105263157895,3.5,7.2093023255814,43.3222317078606,"King County - DNRP",8,"Sammamish River Basin","Little Bear Creek Subbasin","Little Bear Creek","Ambient Monitoring","2015-08-25",2015,"Rhithron Associates, Inc.","08LIT2781",47.790039,-122.144532
"6567",8065,21,3,5,3,7,4,0,97,40,2,156,25.6410256410256,1.28205128205128,62.1794871794872,2.38095238095238,2.85714285714286,5.71428571428571,2.5,1.17647058823529,2.5,0,5.21592442645074,0.141025641025641,4.03697078115683,26.5227723892495,"King County - DNRP",9,"Duwamish - Green River Basin","Black River Subbasin","Panther Creek (Black River)","Ambient Monitoring","2015-09-10",2015,"Rhithron Associates, Inc.","09BLA0772",47.445022,-122.211052
"6568",8067,34,3,7,8,23,11,3,229,69,32,500,13.8,6.4,45.8,8.57142857142857,2.85714285714286,8.57142857142857,8.75,10,10,4.28571428571429,9.52631578947368,2.7,6.7906976744186,72.0527277496066,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","Ambient Monitoring","2015-09-03",2015,"Rhithron Associates, Inc.","08BEA3650",47.717871,-122.076997
"6569",8068,21,2,6,3,11,5,0,280,192,24,500,38.4,4.8,56,2.38095238095238,1.42857142857143,7.14285714285714,2.5,3.52941176470588,3.75,0,6.84210526315789,1.9,1.06976744186047,30.5436654221052,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek","Ambient Monitoring","2015-08-24",2015,"Rhithron Associates, Inc.","08BEA3571",47.744769,-122.088883
"6570",8069,28,4,1,4,15,5,0,225,75,32,500,15,6.4,45,5.71428571428571,4.28571428571429,0,3.75,5.88235294117647,3.75,0,9.73684210526316,2.7,6.51162790697674,42.3308229534164,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","Ambient Monitoring","2015-09-08",2015,"Rhithron Associates, Inc.","08BEA3474",47.677597,-122.098301
"6571",8070,28,2,4,6,14,6,1,257,104,42,500,20.8,8.4,51.4,5.71428571428571,1.42857142857143,4.28571428571429,6.25,5.29411764705882,5,1.42857142857143,8.05263157894737,3.7,5.16279069767442,46.3166827808235,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","Ambient Monitoring","2015-09-08",2015,"Rhithron Associates, Inc.","08BEA3747",47.758758,-122.057993
"6572",8071,29,5,5,5,16,8,2,247,20,41,500,4,8.2,49.4,6.19047619047619,5.71428571428571,5.71428571428571,5,6.47058823529412,7.5,2.85714285714286,8.57894736842105,3.6,9.06976744186047,60.6954935217661,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Monticello Creek","Ambient Monitoring","2015-09-14",2015,"Rhithron Associates, Inc.","08BEA3312",47.703496,-122.09254
"6573",8072,27,3,7,6,13,8,2,340,10,85,500,2,17,68,5.23809523809524,2.85714285714286,8.57142857142857,6.25,4.70588235294118,7.5,2.85714285714286,3.68421052631579,8,9.53488372093023,59.1987861239967,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Colin Creek","Ambient Monitoring","2015-08-19",2015,"Rhithron Associates, Inc.","08BEA3914",47.73302,-122.05998
"6574",8073,29,5,6,5,18,6,2,220,29,174,500,5.8,34.8,44,6.19047619047619,5.71428571428571,7.14285714285714,5,7.64705882352941,5,2.85714285714286,10,10,8.65116279069767,68.202983518989,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","Ambient Monitoring","2015-08-20",2015,"Rhithron Associates, Inc.","08BEA3737",47.718328,-122.073941
"6575",8074,28,2,8,5,12,12,3,266,15,91,500,3,18.2,53.2,5.71428571428571,1.42857142857143,10,5,4.11764705882353,10,4.28571428571429,7.57894736842105,8.6,9.30232558139535,66.0274914372114,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Struve Creek","Ambient Monitoring","2015-08-19",2015,"Rhithron Associates, Inc.","08BEA3826",47.7336,-122.05881
"6576",8075,32,3,7,7,13,9,2,262,15,184,500,3,36.8,52.4,7.61904761904762,2.85714285714286,8.57142857142857,7.5,4.70588235294118,8.75,2.85714285714286,7.78947368421052,10,9.30232558139535,69.952443523309,"King County - DNRP",9,"Duwamish - Green River Basin","Middle Green River Subbasin","Cristy Creek","Ambient Monitoring","2015-09-03",2015,"Rhithron Associates, Inc.","09MID1817",47.26799,-122.009736
"6577",8078,33,5,5,8,18,7,1,249,40,63,474,8.43881856540084,13.2911392405063,52.5316455696203,8.09523809523809,5.71428571428571,5.71428571428571,8.75,7.64705882352941,6.25,1.42857142857143,7.75483011325783,6.14556962025316,8.03748405455794,65.5373235639793,"King County - DNRP",9,"Duwamish - Green River Basin","Mill Creek Subbasin","Mill Creek (Auburn)","Ambient Monitoring","2015-09-10",2015,"Rhithron Associates, Inc.","09MIL0340",47.303209,-122.272324
"6578",8079,28,6,8,4,18,10,6,241,26,103,500,5.2,20.6,48.2,5.71428571428571,7.14285714285714,10,3.75,7.64705882352941,10,8.57142857142857,8.89473684210526,9.8,8.7906976744186,80.3110647686247,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek","Ambient Monitoring","2015-08-31",2015,"Rhithron Associates, Inc.","09NEW2102",47.231078,-121.94603
"6579",8080,31,6,8,6,17,9,4,278,5,185,500,1,37,55.6,7.14285714285714,7.14285714285714,10,6.25,7.05882352941176,8.75,5.71428571428571,6.94736842105263,10,9.76744186046512,78.7736338109295,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek - N Fork","Ambient Monitoring","2015-08-31",2015,"Rhithron Associates, Inc.","09NEW2076",47.235936,-121.950976
"6580",8081,35,6,6,6,22,8,6,286,85,54,500,17,10.8,57.2,9.04761904761905,7.14285714285714,7.14285714285714,6.25,10,7.5,8.57142857142857,6.52631578947369,4.9,6.04651162790698,73.1275893221426,"King County - DNRP",9,"Duwamish - Green River Basin","Newaukum Creek Subbasin","Newaukum Creek - N Fork","Ambient Monitoring","2015-08-31",2015,"Rhithron Associates, Inc.","09NEW2128",47.234245,-121.93519
"6581",8082,23,6,3,5,19,5,5,329,50,17,500,10,3.4,65.8,3.33333333333333,7.14285714285714,2.85714285714286,5,8.23529411764706,3.75,7.14285714285714,4.26315789473684,1.2,7.67441860465116,50.5990610932255,"King County - DNRP",9,"Duwamish - Green River Basin","Covington Creek Subbasin","Covington Creek","Ambient Monitoring","2015-09-16",2015,"Rhithron Associates, Inc.","09COV1165",47.31919,-122.11905
"6582",8083,32,4,9,8,20,14,7,296,4,84,500,0.8,16.8,59.2,7.61904761904762,4.28571428571429,10,8.75,8.82352941176471,10,10,6,7.9,9.81395348837209,83.1922448048987,"King County - DNRP",9,"Duwamish - Green River Basin","Middle Green River Subbasin","Green River - Middle tributary","Ambient Monitoring","2015-09-16",2015,"Rhithron Associates, Inc.","09MID2426",47.315006,-121.867614
"6583",8084,22,4,4,6,15,5,1,336,13,13,500,2.6,2.6,67.2,2.85714285714286,4.28571428571429,4.28571428571429,6.25,5.88235294117647,3.75,1.42857142857143,3.89473684210526,0.8,9.3953488372093,42.8295814776339,"King County - DNRP",10,"Green Waters Basin","Mud Mt Lake Subbasin","Boise Creek","Boise Ambient","2015-09-15",2015,"Rhithron Associates, Inc.","BSE_1_MudMtnRd",47.175524,-122.018775
"6584",8086,34,4,8,5,18,8,4,279,40,53,500,8,10.6,55.8,8.57142857142857,4.28571428571429,10,5,7.64705882352941,7.5,5.71428571428571,6.89473684210526,4.8,8.13953488372093,68.5527591207842,"King County - DNRP",10,"Green Waters Basin","Mud Mt Lake Subbasin","Boise Creek","Boise Ambient","2015-09-15",2015,"Rhithron Associates, Inc.","BSE_8_268thAveSE",47.190111,-121.981778
"6585",8087,16,4,2,1,11,7,2,337,6,93,500,1.2,18.6,67.4,0,4.28571428571429,1.42857142857143,0,3.52941176470588,6.25,2.85714285714286,3.84210526315789,8.8,9.72093023255814,40.7138758318505,"King County - DNRP",9,"Duwamish - Green River Basin","Deep Creek Subbasin","Deep Creek (Green River)","Ambient Monitoring","2015-09-15",2015,"Rhithron Associates, Inc.","09DEE2163",47.282302,-121.932687
"6586",8088,33,6,5,5,18,11,5,211,45,56,500,9,11.2,42.2,8.09523809523809,7.14285714285714,5.71428571428571,5,7.64705882352941,10,7.14285714285714,10,5.1,7.90697674418605,73.7492736629536,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","Bear Creek BP","2015-09-09",2015,"Rhithron Associates, Inc.","NPDESBP8",47.713362,-122.05886
"6587",8089,25,4,6,6,17,7,5,253,107,29,500,21.4,5.8,50.6,4.28571428571429,4.28571428571429,7.14285714285714,6.25,7.05882352941176,6.25,7.14285714285714,8.26315789473684,2.4,5.02325581395349,58.102380095245,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek","Bear Creek BP","2015-09-09",2015,"Rhithron Associates, Inc.","WAM06600-076119",47.725774,-122.079922
"6588",8090,29,2,6,5,18,9,2,298,9,42,446,2.01793721973094,9.41704035874439,66.8161434977578,6.19047619047619,1.42857142857143,7.14285714285714,5,7.64705882352941,8.75,2.85714285714286,3.99575171111636,4.2085201793722,9.53071227448118,56.7510906075468,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek","Bear Creek BP","2015-09-09",2015,"Rhithron Associates, Inc.","NPDESBP1",47.71787,-122.086298
"6589",8091,28,2,5,9,17,4,2,278,71,27,500,14.2,5.4,55.6,5.71428571428571,1.42857142857143,5.71428571428571,10,7.05882352941176,2.5,2.85714285714286,6.94736842105263,2.2,6.69767441860465,51.1181520833548,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek","Bear Creek BP","2015-08-25",2015,"Rhithron Associates, Inc.","E1168",47.743005,-122.084012
"6590",8092,35,4,8,5,17,13,4,205,26,78,500,5.2,15.6,41,9.04761904761905,4.28571428571429,10,5,7.05882352941176,10,5.71428571428571,10,7.3,8.7906976744186,77.1971402514494,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Mackey Creek","Bear Creek BP","2015-08-27",2015,"Rhithron Associates, Inc.","MackRed107",47.696021,-122.081867
"6591",8094,22,4,2,4,15,4,1,257,70,22,500,14,4.4,51.4,2.85714285714286,4.28571428571429,1.42857142857143,3.75,5.88235294117647,2.5,1.42857142857143,8.05263157894737,1.7,6.74418604651163,38.6291705666355,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Bear Creek (Sammamish River)","Bear Creek BP","2015-09-10",2015,"Rhithron Associates, Inc.","WAM06600-017111",47.687881,-122.089474
"6592",8095,27,5,6,5,16,11,4,277,120,103,500,24,20.6,55.4,5.23809523809524,5.71428571428571,7.14285714285714,5,6.47058823529412,10,5.71428571428571,7,9.8,4.41860465116279,66.4987166959807,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","Bear Creek BP","2015-09-10",2015,"Rhithron Associates, Inc.","NPDESBP7",47.71767,-122.071069
"6593",8096,32,3,6,4,15,11,2,232,135,61,484,27.8925619834711,12.603305785124,47.9338842975207,7.61904761904762,2.85714285714286,7.14285714285714,3.75,5.88235294117647,10,2.85714285714286,8.96476729012614,5.80165289256198,3.51335767826254,58.3883212783176,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","Bear Creek BP","2015-08-31",2015,"Rhithron Associates, Inc.","02P",47.706608,-122.054366
"6594",8097,28,4,5,6,12,8,3,192,121,192,337,35.9050445103858,56.973293768546,56.973293768546,5.71428571428571,4.28571428571429,5.71428571428571,6.25,4.11764705882353,7.5,4.28571428571429,6.58597532406684,10,1.6499896487475,56.1036120316379,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Seidel Creek","Bear Creek BP","2015-08-31",2015,"Rhithron Associates, Inc.","02O",47.711746,-122.052054
"6595",8098,23,4,6,6,12,8,3,232,99,96,500,19.8,19.2,46.4,3.33333333333333,4.28571428571429,7.14285714285714,6.25,4.11764705882353,7.5,4.28571428571429,9.36842105263158,9.1,5.3953488372093,60.7790359962835,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Mackey Creek","Bear Creek BP","2015-09-17",2015,"Rhithron Associates, Inc.","WAM06600-122423",47.697796,-122.066282
"6596",8099,18,2,7,3,11,8,1,340,0,116,500,0,23.2,68,0.952380952380952,1.42857142857143,8.57142857142857,2.5,3.52941176470588,7.5,1.42857142857143,3.68421052631579,10,10,49.5945746719741,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Struve Creek","Bear Creek BP","2015-08-19",2015,"Rhithron Associates, Inc.","E1261",47.752179,-122.053336
"6597",8100,29,5,6,5,17,10,2,238,24,109,500,4.8,21.8,47.6,6.19047619047619,5.71428571428571,7.14285714285714,5,7.05882352941176,10,2.85714285714286,9.05263157894737,10,8.88372093023256,71.8999379433536,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Monticello Creek","Bear Creek BP","2015-09-14",2015,"Rhithron Associates, Inc.","MontRed94",47.704047,-122.095275
"6598",8101,31,6,7,5,18,11,5,221,59,80,500,11.8,16,44.2,7.14285714285714,7.14285714285714,8.57142857142857,5,7.64705882352941,10,7.14285714285714,9.94736842105263,7.5,7.25581395348837,77.3502411980704,"King County - DNRP",8,"Sammamish River Basin","Bear Creek Subbasin","Cottage Lake Creek tributary","Bear Creek BP","2015-09-14",2015,"Rhithron Associates, Inc.","E1264",47.730382,-122.079114
"6599",8102,26,2,7,4,12,8,0,279,9,93,500,1.8,18.6,55.8,4.76190476190476,1.42857142857143,8.57142857142857,3.75,4.11764705882353,7.5,0,6.89473684210526,8.8,9.58139534883721,55.4056840116708,"King County - DNRP",8,"Cedar River / Lake Washington Basin","E Lake Washington - Kenmore S Subbasin","Denny Creek","Ambient Monitoring","2015-08-11",2015,"Rhithron Associates, Inc.","08EAS1536",47.709929,-122.248781
"6600",8103,31,4,6,3,16,7,1,289,24,48,500,4.8,9.6,57.8,7.14285714285714,4.28571428571429,7.14285714285714,2.5,6.47058823529412,6.25,1.42857142857143,6.36842105263158,4.3,8.88372093023256,54.7727302181583,"King County - DNRP",8,"Cedar River / Lake Washington Basin","May Creek Subbasin","May Creek (Lake Washington)","Ambient Monitoring","2015-09-14",2015,"Rhithron Associates, Inc.","08EAS1964",47.529663,-122.200605
"6601",8104,18,1,1,1,6,4,0,310,107,10,500,21.4,2,62,0.952380952380952,0,0,0,0.588235294117647,2.5,0,5.26315789473684,0.5,5.02325581395349,14.8270299551889,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Forbes Creek Subbasin","Forbes Creek (0242)","Ambient Monitoring","2015-08-11",2015,"Rhithron Associates, Inc.","08EAS2191",47.695551,-122.197014
"6602",8105,16,2,2,1,8,5,1,375,125,13,500,25,2.6,75,0,1.42857142857143,1.42857142857143,0,1.76470588235294,3.75,1.42857142857143,1.8421052631579,0.8,4.18604651162791,16.628571942853,"King County - DNRP",8,"Cedar River / Lake Washington Basin","Kelsey Creek Subbasin","Kelsey Creek","Ambient Monitoring","2015-09-14",2015,"Rhithron Associates, Inc.","08EAS2272",47.623286,-122.156843
